GEOID10,Type,A24,A5P,MH,SFA,SFD,GQ
13117130503,Metropolitan,0,0,0,0,2043,0
13117130504,Metropolitan,0,142,0,0,1999,0
13117130505,Metropolitan,0,0,0,0,0,0
13117130506,Metropolitan,0,0,0,0,0,0
13117130507,Metropolitan,0,0,0,0,353,0
13117130508,Metropolitan,0,1601,0,170,402,0
13117130509,Metropolitan,0,0,0,0,0,0
13117130510,Metropolitan,0,0,0,0,0,0
13117130601,Metropolitan,0,0,0,0,1787,0
13117130602,Metropolitan,0,0,0,0,0,0
13117130603,Metropolitan,0,0,0,0,0,0
13117130604,Metropolitan,0,0,0,0,209,0
13117130605,Metropolitan,0,0,0,0,0,0
13117130606,Metropolitan,0,0,0,0,0,0
13117130607,Metropolitan,0,0,0,0,0,0
13117130608,Metropolitan,0,0,0,0,0,0
13117130609,Metropolitan,0,0,0,0,0,0
13117130610,Metropolitan,0,0,0,0,1851,0
13117130611,Metropolitan,0,0,0,0,0,0
13117130612,Metropolitan,0,0,0,0,0,0
13117130613,Metropolitan,0,0,0,320,0,0
13121000100,Metropolitan,0,0,0,0,853,0
13121000200,Metropolitan,0,391,0,0,1287,0
13121000400,Metropolitan,0,214,0,271,3571,0
13121000500,Metropolitan,0,0,0,0,2278,0
13121000600,Metropolitan,0,132,0,269,330,0
13121000700,Metropolitan,0,0,0,0,187,0
13121001001,Metropolitan,0,0,0,0,432,0
13121001002,Metropolitan,0,0,0,0,1524,0
13121001100,Metropolitan,0,0,326,0,1770,0
13121001201,Metropolitan,0,0,525,0,165,0
13121001202,Metropolitan,0,0,0,0,0,0
13121001300,Metropolitan,0,0,0,129,312,0
13121001400,Metropolitan,0,0,0,0,849,0
13121001500,Metropolitan,0,252,0,531,5238,0
13121001600,Metropolitan,0,0,0,0,1905,0
13121001700,Metropolitan,0,836,0,99,784,0
13121001800,Metropolitan,0,0,0,0,201,0
13121001900,Metropolitan,0,416,298,111,1786,0
13121002100,Metropolitan,0,0,0,162,1351,0
13121002300,Metropolitan,0,0,0,0,0,0
13121002400,Metropolitan,0,0,0,0,4787,0
13121002500,Metropolitan,0,0,0,0,0,0
13121002600,Metropolitan,0,0,0,522,6016,0
13121002800,Metropolitan,0,563,0,298,1373,0
13121002900,Metropolitan,0,0,0,0,65,0
13121003000,Metropolitan,0,0,0,0,184,0
13121003100,Metropolitan,0,0,0,0,0,0
13121003200,Metropolitan,0,0,0,205,2608,0
13121003500,Metropolitan,0,1050,0,405,3349,0
13121003600,Metropolitan,0,147,0,0,249,0
13121003700,Metropolitan,0,0,0,0,651,0
13121003800,Metropolitan,0,424,0,73,815,0
13121003900,Metropolitan,0,510,0,0,0,0
13121004000,Metropolitan,0,315,0,0,976,0
13121004100,Metropolitan,0,0,0,0,555,0
13121004200,Metropolitan,0,481,0,0,1032,0
13121004300,Metropolitan,0,0,0,0,0,0
13121004400,Metropolitan,0,167,0,0,991,0
13121004800,Metropolitan,0,0,0,0,0,0
13121004900,Metropolitan,0,224,0,0,0,0
13121005000,Metropolitan,0,481,0,0,1385,0
13121005200,Metropolitan,0,0,0,0,0,0
13121005300,Metropolitan,0,138,0,167,429,0
13121005501,Metropolitan,0,0,0,0,0,0
13121005502,Metropolitan,0,0,0,0,380,0
13121005700,Metropolitan,0,0,0,0,0,0
13121005800,Metropolitan,0,0,0,0,279,0
13121006000,Metropolitan,0,0,0,0,0,0
13121006100,Metropolitan,0,163,0,0,515,0
13121006200,Metropolitan,0,0,0,0,0,0
13121006300,Metropolitan,0,0,0,0,0,0
13121006400,Metropolitan,0,0,0,0,1201,0
13121006500,Metropolitan,0,0,0,0,6055,0
13121006601,Metropolitan,0,0,0,0,0,0
13121006602,Metropolitan,0,0,0,0,2287,0
13121006700,Metropolitan,0,0,0,416,733,0
13121006801,Metropolitan,0,0,0,0,1893,0
13121006802,Metropolitan,0,730,0,0,0,0
13121006900,Metropolitan,0,0,0,0,0,0
13121007001,Metropolitan,0,0,0,0,0,0
13121007002,Metropolitan,0,0,0,0,0,0
13121007100,Metropolitan,0,0,0,0,0,0
13121007200,Metropolitan,0,1338,0,0,1715,0
13121007300,Metropolitan,0,0,0,0,274,0
13121007400,Metropolitan,0,0,0,185,562,0
13121007500,Metropolitan,0,130,0,161,1697,0
13121007602,Metropolitan,0,0,0,0,0,0
13121007603,Metropolitan,0,753,0,0,1484,0
13121007604,Metropolitan,0,0,0,0,0,0
13121007703,Metropolitan,0,0,0,0,1068,0
13121007704,Metropolitan,0,0,0,0,3068,0
13121007705,Metropolitan,0,236,0,0,1297,0
13121007706,Metropolitan,0,1952,0,0,1260,0
13121007802,Metropolitan,0,0,0,0,1759,0
13121007805,Metropolitan,0,328,164,0,5849,0
13121007806,Metropolitan,0,199,0,0,0,0
13121007807,Metropolitan,0,0,0,0,249,0
13121007808,Metropolitan,0,0,0,0,485,0
13121007900,Metropolitan,0,549,203,0,1424,0
13121008000,Metropolitan,0,0,0,309,0,0
13121008101,Metropolitan,0,369,0,138,0,0
13121008102,Metropolitan,0,330,0,460,2148,0
13121008201,Metropolitan,0,0,0,309,586,0
13121008202,Metropolitan,0,411,315,614,0,0
13121008301,Metropolitan,0,676,0,0,1194,0
13121008302,Metropolitan,0,0,0,0,1645,0
13121008400,Metropolitan,0,0,0,0,0,0
13121008500,Metropolitan,0,0,0,0,0,0
13121008601,Metropolitan,0,846,0,0,837,0
13121008602,Metropolitan,0,0,0,0,1725,0
13121008700,Metropolitan,0,0,0,324,4857,0
13121008800,Metropolitan,0,0,0,167,4183,0
13121008902,Metropolitan,0,0,0,212,4331,0
13121008903,Metropolitan,0,0,0,0,0,0
13121008904,Metropolitan,0,411,0,369,3731,0
13121009000,Metropolitan,0,0,0,0,0,0
13121009101,Metropolitan,0,182,0,0,1160,0
13121009102,Metropolitan,0,0,0,0,0,0
13121009200,Metropolitan,0,679,0,407,1925,0
13121009300,Metropolitan,0,454,0,651,710,0
13121009402,Metropolitan,0,0,0,0,595,0
13121009403,Metropolitan,0,0,0,0,0,0
13121009404,Metropolitan,0,0,0,0,0,0
13121009501,Metropolitan,0,0,0,281,1320,0
13121009502,Metropolitan,0,0,0,0,0,0
13121009601,Metropolitan,0,0,0,0,0,0
13121009602,Metropolitan,0,671,0,0,5832,0
13121009603,Metropolitan,0,0,0,0,2547,0
13121009700,Metropolitan,0,0,0,0,92,0
13121009801,Metropolitan,0,328,0,846,2641,0
13121009802,Metropolitan,0,0,0,0,722,0
13121009900,Metropolitan,0,0,0,0,0,0
13121010001,Metropolitan,0,654,0,208,890,0
13121010002,Metropolitan,0,0,0,184,2582,0
13121010106,Metropolitan,0,407,0,407,752,0
13121010107,Metropolitan,0,0,0,744,7393,0
13121010108,Metropolitan,0,0,0,387,5352,0
13121010110,Metropolitan,0,851,0,294,13525,0
13121010113,Metropolitan,0,0,0,525,1632,0
13121010114,Metropolitan,0,182,0,233,4706,0
13121010115,Metropolitan,0,0,0,0,3212,0
13121010117,Metropolitan,0,0,0,0,0,0
13121010118,Metropolitan,0,0,0,188,1165,0
13121010119,Metropolitan,0,360,0,0,0,0
13121010120,Metropolitan,0,0,0,0,0,0
13121010121,Metropolitan,0,1109,0,397,816,0
13121010122,Metropolitan,0,407,0,0,467,0
13121010123,Metropolitan,0,361,0,0,0,0
13121010204,Metropolitan,0,983,0,105,2403,0
13121010205,Metropolitan,0,0,0,184,5419,0
13121010206,Metropolitan,0,1295,0,0,1482,0
13121010208,Metropolitan,0,0,0,0,0,0
13121010209,Metropolitan,0,475,0,0,558,0
13121010210,Metropolitan,0,0,0,0,4444,0
13121010211,Metropolitan,0,0,0,118,732,0
13121010212,Metropolitan,0,0,0,358,1598,0
13121010301,Metropolitan,0,739,0,165,6564,0
13121010303,Metropolitan,0,579,0,286,8698,0
13121010304,Metropolitan,0,0,0,510,13657,0
13121010400,Metropolitan,0,446,177,1238,31902,0
13121010507,Metropolitan,0,164,0,0,2205,0
13121010508,Metropolitan,0,0,0,95,134,0
13121010510,Metropolitan,0,0,0,576,7178,0
13121010511,Metropolitan,0,165,0,0,3068,0
13121010512,Metropolitan,0,0,0,0,93,0
13121010513,Metropolitan,0,0,1575,0,5656,0
13121010514,Metropolitan,0,1846,0,129,4882,0
13121010515,Metropolitan,0,0,0,0,3810,0
13121010516,Metropolitan,0,329,0,0,756,0
13121010601,Metropolitan,0,659,0,0,652,0
13121010603,Metropolitan,0,0,0,0,180,0
13121010604,Metropolitan,0,169,0,981,1216,0
13121010800,Metropolitan,0,0,0,0,1468,0
13121011000,Metropolitan,0,0,0,330,835,0
13121011100,Metropolitan,0,0,0,0,1924,0
13121011201,Metropolitan,0,0,0,0,408,0
13121011202,Metropolitan,0,0,0,0,3633,0
13121011301,Metropolitan,0,0,0,0,1115,0
13121011303,Metropolitan,0,0,0,0,438,0
13121011305,Metropolitan,0,0,0,0,3010,0
13121011306,Metropolitan,0,0,0,0,1303,0
13121011405,Metropolitan,0,0,0,0,2105,0
13121011410,Metropolitan,0,0,0,0,3840,0
13121011411,Metropolitan,0,485,0,0,1409,0
13121011412,Metropolitan,0,0,0,291,1507,0
13121011414,Metropolitan,0,256,0,0,668,0
13121011416,Metropolitan,0,886,238,229,773,0
13121011417,Metropolitan,0,0,0,0,760,0
13121011418,Metropolitan,0,565,0,0,1564,0
13121011419,Metropolitan,0,0,703,0,3025,0
13121011420,Metropolitan,0,0,0,0,1137,0
13121011421,Metropolitan,0,0,0,0,477,0
13121011422,Metropolitan,0,167,0,233,1297,0
13121011423,Metropolitan,0,0,0,0,2039,0
13121011424,Metropolitan,0,0,0,436,2056,0
13121011425,Metropolitan,0,0,0,547,1859,0
13121011426,Metropolitan,0,0,0,0,871,0
13121011427,Metropolitan,0,0,0,0,1475,0
13121011503,Metropolitan,0,396,0,0,6086,0
13121011504,Metropolitan,0,1932,270,163,3819,0
13121011505,Metropolitan,0,638,0,0,1268,0
13121011506,Metropolitan,0,0,0,0,363,0
13121011610,Metropolitan,0,0,0,0,2385,0
13121011611,Metropolitan,0,226,0,381,7021,0
13121011612,Metropolitan,0,0,238,0,6907,0
13121011613,Metropolitan,0,0,525,174,2213,0
13121011614,Metropolitan,0,318,353,836,9487,0
13121011615,Metropolitan,0,1343,0,537,1678,0
13121011616,Metropolitan,0,238,0,0,1756,0
13121011617,Metropolitan,0,1933,0,180,3033,0
13121011618,Metropolitan,0,953,0,0,2051,0
13121011619,Metropolitan,0,345,0,216,1882,0
13121011620,Metropolitan,0,1279,370,267,3174,0
13121011621,Metropolitan,0,1596,425,1026,5251,0
13121011622,Metropolitan,0,267,0,557,5355,0
13121011623,Metropolitan,0,967,0,197,4576,0
13121011624,Metropolitan,0,746,0,435,342,0
13121011625,Metropolitan,0,153,0,300,2042,0
13121011626,Metropolitan,0,223,0,126,865,0
13121011800,Metropolitan,0,1980,0,288,2336,0
13121011900,Metropolitan,0,2825,336,2596,20163,0
13121012000,Metropolitan,0,0,0,0,4015,0
13121012300,Metropolitan,0,233,0,233,2088,0
13121980000,Metropolitan,0,2132,0,397,1413,0
13135050103,Metropolitan,0,837,223,548,2374,0
13135050105,Metropolitan,0,256,266,0,7379,0
13135050106,Metropolitan,0,0,0,0,5523,0
13135050107,Metropolitan,0,0,0,0,2263,0
13135050108,Metropolitan,0,0,0,0,0,0
13135050109,Metropolitan,0,0,0,0,0,0
13135050205,Metropolitan,0,0,0,0,0,0
13135050208,Metropolitan,0,0,0,0,1568,0
13135050209,Metropolitan,0,128,0,0,2839,0
13135050210,Metropolitan,0,0,0,0,5794,0
13135050211,Metropolitan,0,0,314,189,1749,0
13135050212,Metropolitan,0,0,0,0,2145,0
13135050213,Metropolitan,0,0,0,0,2499,0
13135050214,Metropolitan,0,0,0,0,3158,0
13135050215,Metropolitan,0,209,0,222,4499,0
13135050216,Metropolitan,0,777,0,289,1666,0
13135050217,Metropolitan,0,0,0,0,2976,0
13135050218,Metropolitan,0,0,0,0,829,0
13135050219,Metropolitan,0,0,0,0,715,0
13135050220,Metropolitan,0,0,0,0,1173,0
13135050304,Metropolitan,0,1720,265,268,2988,0
13135050306,Metropolitan,0,955,233,647,5977,0
13135050308,Metropolitan,0,628,407,302,5023,0
13135050309,Metropolitan,0,875,0,379,15439,0
13135050310,Metropolitan,0,1095,0,159,7625,0
13135050311,Metropolitan,0,0,0,275,7608,0
13135050313,Metropolitan,0,0,0,204,2735,0
13135050314,Metropolitan,0,0,0,0,970,0
13135050315,Metropolitan,0,0,0,0,154,0
13135050317,Metropolitan,0,0,0,0,0,0
13135050318,Metropolitan,0,0,0,0,0,0
13135050319,Metropolitan,0,0,0,0,559,0
13135050320,Metropolitan,0,0,0,0,1178,0
13135050321,Metropolitan,0,0,113,0,191,0
13135050322,Metropolitan,0,0,0,0,0,0
13135050410,Metropolitan,0,0,525,0,1391,0
13135050415,Metropolitan,0,0,0,0,1419,0
13135050416,Metropolitan,0,0,0,0,0,0
13135050417,Metropolitan,0,0,0,0,520,0
13135050418,Metropolitan,0,0,0,0,0,0
13135050419,Metropolitan,0,1032,0,0,612,0
13135050421,Metropolitan,0,0,0,0,429,0
13135050422,Metropolitan,0,0,0,0,564,0
13135050423,Metropolitan,0,0,0,0,218,0
13135050424,Metropolitan,0,0,0,0,1755,0
13135050425,Metropolitan,0,0,0,100,2915,0
13135050426,Metropolitan,0,0,0,0,2381,0
13135050427,Metropolitan,0,502,0,0,845,0
13135050428,Metropolitan,0,0,0,0,2044,0
13135050429,Metropolitan,0,1641,0,0,3308,0
13135050430,Metropolitan,0,0,0,345,5530,0
13135050431,Metropolitan,0,319,0,525,2425,0
13135050432,Metropolitan,0,0,0,442,4795,0
13135050433,Metropolitan,0,0,0,0,672,0
13135050434,Metropolitan,0,0,0,0,1839,0
13135050435,Metropolitan,0,0,0,0,2057,0
13135050436,Metropolitan,0,0,0,0,2750,0
13135050511,Metropolitan,0,523,0,0,8638,0
13135050520,Metropolitan,0,0,0,343,1766,0
13135050521,Metropolitan,0,367,0,272,1255,0
13135050522,Metropolitan,0,0,0,0,261,0
13135050523,Metropolitan,0,0,0,125,1898,0
13135050524,Metropolitan,0,0,0,0,798,0
13135050525,Metropolitan,0,0,0,0,2337,0
13135050526,Metropolitan,0,0,0,525,5768,0
13135050527,Metropolitan,0,0,0,0,1560,0
13135050528,Metropolitan,0,0,0,0,535,0
13135050529,Metropolitan,0,0,0,0,337,0
13135050530,Metropolitan,0,0,245,0,1513,0
13135050531,Metropolitan,0,0,198,329,3615,0
13135050532,Metropolitan,0,0,0,202,1282,0
13135050533,Metropolitan,0,0,0,0,1805,0
13135050534,Metropolitan,0,0,0,0,1649,0
13135050535,Metropolitan,0,0,0,520,1736,0
13135050536,Metropolitan,0,1242,0,122,5911,0
13135050537,Metropolitan,0,1430,0,0,3828,0
13135050538,Metropolitan,0,0,0,0,2283,0
13135050539,Metropolitan,0,0,0,0,1303,0
13135050540,Metropolitan,0,0,167,525,5385,0
13135050541,Metropolitan,0,0,0,0,0,0
13135050542,Metropolitan,0,349,0,1428,8641,0
13135050543,Metropolitan,0,0,0,0,1686,0
13135050544,Metropolitan,0,145,0,216,3035,0
13135050545,Metropolitan,0,0,430,0,1849,0
13135050546,Metropolitan,0,0,0,0,4106,0
13135050547,Metropolitan,0,0,0,163,676,0
13135050548,Metropolitan,0,0,740,575,6128,0
13135050549,Metropolitan,0,0,274,0,649,0
13135050605,Metropolitan,0,0,0,132,4417,0
13135050606,Metropolitan,0,2056,0,1096,18607,0
13135050607,Metropolitan,0,128,0,0,1650,0
13135050608,Metropolitan,0,680,388,665,12307,0
13135050609,Metropolitan,0,1385,712,446,7994,0
13135050610,Metropolitan,0,574,275,143,2840,0
13135050709,Metropolitan,0,0,346,234,6142,0
13135050712,Metropolitan,0,161,0,0,4423,0
13135050713,Metropolitan,0,180,0,0,0,0
13135050714,Metropolitan,0,0,0,0,0,0
13135050715,Metropolitan,0,0,0,85,133,0
13135050718,Metropolitan,0,4163,0,0,483,0
13135050719,Metropolitan,0,2549,0,0,0,0
13135050720,Metropolitan,0,3211,0,0,1465,0
13135050721,Metropolitan,0,1259,0,0,2781,0
13135050722,Metropolitan,0,308,0,0,0,0
13135050723,Metropolitan,0,2092,0,0,2588,0
13135050724,Metropolitan,0,2952,0,0,0,0
13135050725,Metropolitan,0,0,0,0,0,0
13135050726,Metropolitan,0,2270,0,251,1358,0
13135050727,Metropolitan,0,155,0,163,803,0
13135050728,Metropolitan,0,1283,0,380,1338,0
13135050729,Metropolitan,0,0,0,0,0,0
13135050730,Metropolitan,0,0,0,0,0,0
13135050731,Metropolitan,0,0,411,0,1743,0
13139000101,Metropolitan,0,0,290,0,2027,0
13139000102,Metropolitan,0,577,0,307,3283,0
13139000201,Metropolitan,0,0,0,0,1687,0
13139000203,Metropolitan,0,0,0,431,1412,0
13139000204,Metropolitan,0,260,260,0,3517,0
13139000302,Metropolitan,0,1578,622,271,693,0
13139000303,Metropolitan,0,563,0,0,813,0
13139000304,Metropolitan,0,0,0,0,945,0
13139000305,Metropolitan,0,161,0,0,1435,0
13139000400,Metropolitan,0,422,0,234,3825,0
13139000500,Metropolitan,0,0,0,0,2748,0
13139000600,Metropolitan,0,0,1149,166,2417,0
13139000701,Metropolitan,0,0,467,0,2945,0
13139000702,Metropolitan,0,0,0,394,1635,0
13139000800,Metropolitan,0,0,0,0,1078,0
13139000900,Metropolitan,0,0,455,0,4737,0
13139001002,Metropolitan,0,471,0,358,2459,0
13139001003,Metropolitan,0,0,838,0,576,0
13139001004,Metropolitan,0,0,0,0,268,0
13139001101,Metropolitan,0,0,0,0,851,0
13139001102,Metropolitan,0,140,424,0,1060,0
13139001201,Metropolitan,0,165,594,0,2145,0
13139001202,Metropolitan,0,0,232,258,3115,0
13139001301,Metropolitan,0,524,0,0,656,0
13139001302,Metropolitan,0,354,0,0,365,0
13139001402,Metropolitan,0,449,0,0,181,0
13139001403,Metropolitan,0,159,0,365,283,0
13139001404,Metropolitan,0,1118,0,0,574,0
13139001501,Metropolitan,0,456,0,0,869,0
13139001502,Metropolitan,0,652,0,185,279,0
13139001603,Metropolitan,0,1075,0,0,307,0
13139001604,Metropolitan,0,0,0,0,551,0
13139001605,Metropolitan,0,0,202,0,666,0
13139001606,Metropolitan,0,0,0,0,84,0
13139001607,Metropolitan,0,0,181,0,1750,0
13139001608,Metropolitan,0,586,0,0,762,0
13151070104,Metropolitan,0,323,268,0,3067,0
13151070106,Metropolitan,0,0,567,0,2048,0
13151070107,Metropolitan,0,0,0,0,484,0
13151070108,Metropolitan,0,0,0,0,1666,0
13151070109,Metropolitan,0,0,111,0,349,0
13151070110,Metropolitan,0,0,342,216,2438,0
13151070111,Metropolitan,0,0,0,262,1519,0
13151070113,Metropolitan,0,0,0,229,1049,0
13151070114,Metropolitan,0,0,0,0,1197,0
13151070202,Metropolitan,0,0,0,0,1808,0
13151070203,Metropolitan,0,1341,0,226,3037,0
13151070204,Metropolitan,0,133,0,1049,2304,0
13151070205,Metropolitan,0,605,0,0,1890,0
13151070304,Metropolitan,0,766,0,713,3469,0
13151070305,Metropolitan,0,0,0,0,2666,0
13151070306,Metropolitan,0,0,0,218,3144,0
13151070307,Metropolitan,0,0,0,338,1685,0
13151070309,Metropolitan,0,0,0,0,193,0
13151070310,Metropolitan,0,898,330,0,901,0
13151070311,Metropolitan,0,0,0,0,1973,0
13151070402,Metropolitan,0,0,0,283,571,0
13151070403,Metropolitan,0,1029,193,0,3160,0
13151070404,Metropolitan,0,213,278,0,3077,0
13151070501,Metropolitan,0,437,0,205,3442,0
13151070502,Metropolitan,0,0,0,0,5532,0
13217100100,Metropolitan,0,0,278,0,4597,0
13217100201,Metropolitan,0,0,136,0,3309,0
13217100202,Metropolitan,0,0,249,193,3271,0
13217100300,Metropolitan,0,157,0,0,8543,0
13217100400,Metropolitan,0,0,289,250,2410,0
13217100501,Metropolitan,0,0,0,0,976,0
13217100502,Metropolitan,0,0,157,184,975,0
13217100600,Metropolitan,0,0,0,0,296,0
13217100700,Metropolitan,0,0,0,0,941,0
13217100800,Metropolitan,0,0,212,282,2202,0
13217100901,Metropolitan,0,0,0,0,2765,0
13217100902,Metropolitan,0,0,0,0,2411,0
13217100903,Metropolitan,0,0,0,0,711,0
13223120101,Metropolitan,0,0,0,0,56,0
13223120102,Metropolitan,0,0,0,183,707,0
13223120103,Metropolitan,0,349,233,0,377,0
13223120104,Metropolitan,0,0,0,688,2652,0
13223120202,Metropolitan,0,0,0,227,1184,0
13223120203,Metropolitan,0,326,0,0,114,0
13223120204,Metropolitan,0,0,315,0,2653,0
13223120301,Metropolitan,0,0,0,175,1384,0
13223120302,Metropolitan,0,375,0,391,2864,0
13223120303,Metropolitan,0,458,0,0,231,0
13223120400,Metropolitan,0,0,274,640,6602,0
13223120501,Metropolitan,0,0,268,0,1780,0
13223120502,Metropolitan,0,561,0,226,186,0
13223120503,Metropolitan,0,0,0,0,1876,0
13223120601,Metropolitan,0,0,0,0,353,0
13223120602,Metropolitan,0,0,0,0,491,0
13223120603,Metropolitan,0,0,236,0,759,0
13223120604,Metropolitan,0,0,0,0,481,0
13223120605,Metropolitan,0,0,0,0,657,0
13247060101,Metropolitan,0,0,0,0,1072,0
13247060102,Metropolitan,0,0,280,0,1408,0
13247060201,Metropolitan,0,0,279,0,2031,0
13247060202,Metropolitan,0,0,0,0,2062,0
13247060304,Metropolitan,0,139,0,0,1784,0
13247060305,Metropolitan,0,575,779,0,5313,0
13247060306,Metropolitan,0,0,0,0,2325,0
13247060307,Metropolitan,0,0,0,0,1696,0
13247060308,Metropolitan,0,0,0,287,564,0
13247060309,Metropolitan,0,444,0,0,722,0
13247060403,Metropolitan,0,366,0,198,1127,0
13247060404,Metropolitan,0,1568,0,0,716,0
13247060405,Metropolitan,0,0,0,0,683,0
13247060406,Metropolitan,0,461,0,0,700,0
13247060407,Metropolitan,0,415,0,0,0,0
13255160100,Metropolitan,0,2108,0,377,861,0
13255160200,Metropolitan,0,842,139,0,3678,0
13255160300,Metropolitan,0,0,288,0,0,0
13255160400,Metropolitan,0,299,0,0,383,0
13255160500,Metropolitan,0,205,0,281,1490,0
13255160600,Metropolitan,0,0,0,0,364,0
13255160700,Metropolitan,0,0,1335,0,1240,0
13255160800,Metropolitan,0,251,185,265,3742,0
13255160900,Metropolitan,0,297,0,410,1124,0
13255161000,Metropolitan,0,0,617,0,5283,0
13255161100,Metropolitan,0,0,175,191,2146,0
13255161200,Metropolitan,0,138,0,279,3806,0
13297110100,Metropolitan,0,1015,690,0,3019,0
13297110200,Metropolitan,0,0,0,0,4091,0
13297110300,Metropolitan,0,0,0,549,3013,0
13297110400,Metropolitan,0,282,0,0,2864,0
13297110503,Metropolitan,0,0,0,0,1427,0
13297110504,Metropolitan,0,0,0,91,1593,0
13297110505,Metropolitan,0,0,0,200,1009,0
13297110506,Metropolitan,0,0,0,0,2494,0
13297110507,Metropolitan,0,399,0,0,3670,0
13297110508,Metropolitan,0,0,0,0,1049,0
13297110601,Metropolitan,0,0,0,0,892,0
13297110602,Metropolitan,0,226,0,726,14243,0
13297110603,Metropolitan,0,0,0,0,877,0
13297110700,Metropolitan,0,0,0,0,2153,0
13297110800,Metropolitan,0,0,101,382,3753,0
